id,aluno_id,mes_referencia,valor,status_pagamento
dff670ef-230e-4bb8-9bbf-efa5be8177af,98a42972-da63-4c5f-82d9-5a55b4290032,2023-08-01,1200,Pago
fd5007a5-3937-40ad-9188-9d2668d8beef,98a42972-da63-4c5f-82d9-5a55b4290032,2023-09-01,1200,Pago
db511f92-26ce-4d90-9cd4-4b61178bc280,98a42972-da63-4c5f-82d9-5a55b4290032,2023-10-01,1200,Pago
ebd6e611-45ba-4086-bd3c-d97c084da897,98a42972-da63-4c5f-82d9-5a55b4290032,2023-11-01,1200,Pago
6ddda399-920d-4ce7-8ac0-bbeb6157914d,98a42972-da63-4c5f-82d9-5a55b4290032,2023-12-01,1200,Pago
c311d578-57b8-4a1a-a6f8-d285341aea17,98a42972-da63-4c5f-82d9-5a55b4290032,2024-01-01,1200,Pago
8291ac9a-63c9-428f-907b-1d9050e8d455,9992d58f-3a70-4058-a633-e346049a713f,2023-08-01,1200,Pago
171dc445-fbfa-4003-9967-97f17ae433f6,9992d58f-3a70-4058-a633-e346049a713f,2023-09-01,1200,Pago
e8cff5b6-8717-46d0-82e7-b755b0ed6740,9992d58f-3a70-4058-a633-e346049a713f,2023-10-01,1200,Pago
0cd98372-7862-484a-b157-8ea1c74bde5a,9992d58f-3a70-4058-a633-e346049a713f,2023-11-01,1200,Pago
3165adde-c9ca-462f-9d1b-fc2a3fd26689,9992d58f-3a70-4058-a633-e346049a713f,2023-12-01,1200,Pago
785c6dfa-922c-4dca-a44a-9dd54a875742,9992d58f-3a70-4058-a633-e346049a713f,2024-01-01,1200,Atrasado
b0c6aa2a-be93-49cf-8499-99e1605c6ede,78abeca1-3334-4cb7-9aea-af30e8d6773d,2023-08-01,1200,Pago
a768f9bb-359f-4ab5-a96c-30d7ca737bd3,78abeca1-3334-4cb7-9aea-af30e8d6773d,2023-09-01,1200,Pago
28e11173-9d7d-4940-bd3d-49fa44607d71,78abeca1-3334-4cb7-9aea-af30e8d6773d,2023-10-01,1200,Pago
9ff8002d-a4cb-4e07-8c0f-bf06f5e93d9c,78abeca1-3334-4cb7-9aea-af30e8d6773d,2023-11-01,1200,Pago
cdfea235-5e4a-4ebc-becd-877caf4514da,78abeca1-3334-4cb7-9aea-af30e8d6773d,2023-12-01,1200,Pago
08a75476-6045-4501-8843-c35632ed549f,78abeca1-3334-4cb7-9aea-af30e8d6773d,2024-01-01,1200,Pago
8ca4bb0c-a711-4b95-b9fd-6107dec00d9e,b9f064ff-2605-47b2-87b8-34f62884c5e9,2023-08-01,1200,Pago
4db49ec7-6e3d-4047-aade-2bc2fb0150ac,b9f064ff-2605-47b2-87b8-34f62884c5e9,2023-09-01,1200,Pago
cb6f7e8d-bc5a-4751-8417-0a65473d928a,b9f064ff-2605-47b2-87b8-34f62884c5e9,2023-10-01,1200,Pago
446710de-752c-40db-a0ef-665bb23e45a2,b9f064ff-2605-47b2-87b8-34f62884c5e9,2023-11-01,1200,Atrasado
f29cc835-73bd-49bc-9ee4-9b4de11366d4,b9f064ff-2605-47b2-87b8-34f62884c5e9,2023-12-01,1200,Pago
b60d8aab-f20e-445d-a45d-1fcb416c6a1e,b9f064ff-2605-47b2-87b8-34f62884c5e9,2024-01-01,1200,Atrasado
632e160a-e11d-47f7-b52e-b1778a8419a3,5e4e95b1-1064-43c0-8d84-7ea3888320b7,2023-08-01,600,Pago
f45bdb24-72e6-4d3c-ae79-b15d438934f1,5e4e95b1-1064-43c0-8d84-7ea3888320b7,2023-09-01,600,Pago
2c399302-cf46-466d-ba3e-c12cf8885baf,5e4e95b1-1064-43c0-8d84-7ea3888320b7,2023-10-01,600,Pago
582b05b9-2c66-489c-98cb-270bc86b8c5b,5e4e95b1-1064-43c0-8d84-7ea3888320b7,2023-11-01,600,Pago
8c8e0272-d7a6-4f8f-abb7-831ffae46e9b,5e4e95b1-1064-43c0-8d84-7ea3888320b7,2023-12-01,600,Atrasado
fd5fc600-eb75-44d4-b1e5-df8b52732e85,5e4e95b1-1064-43c0-8d84-7ea3888320b7,2024-01-01,600,Atrasado
e5211954-6d53-4965-a567-1c72659b0e9e,dcd92af7-d629-4f7d-ab2b-955598ef454d,2023-08-01,1200,Pago
51383118-d108-4749-9397-4f2817618f18,dcd92af7-d629-4f7d-ab2b-955598ef454d,2023-09-01,1200,Pago
8fee0dc6-b289-4726-a25b-9078e8652fe9,dcd92af7-d629-4f7d-ab2b-955598ef454d,2023-10-01,1200,Pago
4d728328-6170-4637-89f2-100ac105cee0,dcd92af7-d629-4f7d-ab2b-955598ef454d,2023-11-01,1200,Pago
8825f8c2-2034-43d4-934b-4cdb02c8e035,dcd92af7-d629-4f7d-ab2b-955598ef454d,2023-12-01,1200,Atrasado
43f53599-0f5c-4339-92e8-2567cb50508d,dcd92af7-d629-4f7d-ab2b-955598ef454d,2024-01-01,1200,Atrasado
eca335c6-b73f-4af0-aed8-bb74cfd5b273,204ce7d9-bf79-43b1-9c3c-26ab0b65e96d,2023-08-01,1200,Atrasado
a8178e7c-4118-45dd-ad0d-cf3435c6a7c8,204ce7d9-bf79-43b1-9c3c-26ab0b65e96d,2023-09-01,1200,Pago
7480aabb-2e20-49a8-bc03-2263da4792f6,204ce7d9-bf79-43b1-9c3c-26ab0b65e96d,2023-10-01,1200,Pago
fdff8755-0c33-4b82-a225-bb35189dad1f,204ce7d9-bf79-43b1-9c3c-26ab0b65e96d,2023-11-01,1200,Pago
e25d8896-8572-446d-9cef-eebc16a34121,204ce7d9-bf79-43b1-9c3c-26ab0b65e96d,2023-12-01,1200,Pago
d976752d-5f66-4d02-b4d7-7ceb75837ed8,204ce7d9-bf79-43b1-9c3c-26ab0b65e96d,2024-01-01,1200,Pago
d562e573-2c98-4627-8304-2a7a46a5e9c3,48109966-7a6c-4ab7-ae87-270d3a7079d5,2023-08-01,1200,Pago
a40def1f-49cb-4f21-8669-bf0f7a82af90,48109966-7a6c-4ab7-ae87-270d3a7079d5,2023-09-01,1200,Pago
1eddeff9-5b95-41ea-9a6c-4daed4243fb9,48109966-7a6c-4ab7-ae87-270d3a7079d5,2023-10-01,1200,Pago
ad4ddc5a-55a9-439c-938b-fc8215a92aec,48109966-7a6c-4ab7-ae87-270d3a7079d5,2023-11-01,1200,Pago
2f9ff5ef-4596-403d-91de-e70e8dc8cb51,48109966-7a6c-4ab7-ae87-270d3a7079d5,2023-12-01,1200,Pago
87bd62ad-1bcf-459b-a647-0da19cee3e2f,48109966-7a6c-4ab7-ae87-270d3a7079d5,2024-01-01,1200,Pago
3e30db8d-874e-4fe7-8921-1248567d7d51,68fbc6db-3785-4c34-ac34-b00d71f3a770,2023-08-01,1200,Pago
fdc74a90-198e-4cbf-8948-2c717bd05b25,68fbc6db-3785-4c34-ac34-b00d71f3a770,2023-09-01,1200,Pago
8f59a2ea-6c54-445b-b4ff-d4133c8100f9,68fbc6db-3785-4c34-ac34-b00d71f3a770,2023-10-01,1200,Pago
e6ecd11a-acf1-4cc2-818d-8747746ea211,68fbc6db-3785-4c34-ac34-b00d71f3a770,2023-11-01,1200,Pago
17257421-1902-43be-96f6-537573c94ded,68fbc6db-3785-4c34-ac34-b00d71f3a770,2023-12-01,1200,Pago
36a6de9b-bd23-421c-be91-4725dbbb8fa7,68fbc6db-3785-4c34-ac34-b00d71f3a770,2024-01-01,1200,Pago
d81dc8ec-3f11-4a70-836f-25310398d802,0a42aa45-94d4-48b9-980a-636e4b9267cb,2023-08-01,1200,Pago
4c1b693c-c5d2-43e8-8758-2965f039204f,0a42aa45-94d4-48b9-980a-636e4b9267cb,2023-09-01,1200,Pago
2988aab3-95e4-4c5d-802d-b48b6e8f6b3b,0a42aa45-94d4-48b9-980a-636e4b9267cb,2023-10-01,1200,Pago
54b53c96-842e-4856-aba9-625d51d52eba,0a42aa45-94d4-48b9-980a-636e4b9267cb,2023-11-01,1200,Pago
cdd09641-ae7b-42d5-9191-1ecb4d7718a5,0a42aa45-94d4-48b9-980a-636e4b9267cb,2023-12-01,1200,Pago
97ba3ba1-929f-49e1-a686-5b4f64869ddf,0a42aa45-94d4-48b9-980a-636e4b9267cb,2024-01-01,1200,Pago
aa92eeb2-137f-440b-aec9-bf3fdeb655db,c05883e3-af9f-4077-a0f8-9e26b68f0341,2023-08-01,1200,Pago
2bc40c0b-7748-47d0-bf49-ae1d7749da19,c05883e3-af9f-4077-a0f8-9e26b68f0341,2023-09-01,1200,Atrasado
dff50c73-c15c-4a4b-a1d4-1d5eb6a062c5,c05883e3-af9f-4077-a0f8-9e26b68f0341,2023-10-01,1200,Pago
de9701cf-082e-4823-97fe-72fb9e82d0f3,c05883e3-af9f-4077-a0f8-9e26b68f0341,2023-11-01,1200,Pago
a2568c5d-de38-4362-9c81-0f9444ee411b,c05883e3-af9f-4077-a0f8-9e26b68f0341,2023-12-01,1200,Pago
568f11eb-91a4-48ef-8283-a063bce0f0e6,c05883e3-af9f-4077-a0f8-9e26b68f0341,2024-01-01,1200,Pago
913fc724-1984-4a59-a806-d7c9bc183d8f,272abe4c-23db-4b88-8935-3e19aa37afbb,2023-08-01,1200,Pago
95a38bea-ea86-4392-9341-8b239dfa6437,272abe4c-23db-4b88-8935-3e19aa37afbb,2023-09-01,1200,Pago
46b1f8a9-3f99-47d8-a23b-1512a2e988a9,272abe4c-23db-4b88-8935-3e19aa37afbb,2023-10-01,1200,Pago
df49e2ca-a4f6-41b0-a016-69d4d8f2ca75,272abe4c-23db-4b88-8935-3e19aa37afbb,2023-11-01,1200,Pago
12e9619e-8efe-4de3-a72f-a85cb2df25f0,272abe4c-23db-4b88-8935-3e19aa37afbb,2023-12-01,1200,Pago
da7ee807-f17e-4e2d-a2bc-3e62720a9507,272abe4c-23db-4b88-8935-3e19aa37afbb,2024-01-01,1200,Atrasado
f3382ef4-6f76-416d-b1ea-9a181ed5993e,74f2bc1f-d881-43ef-a38d-79042f6cdd97,2023-08-01,1200,Pago
e625c599-fd74-4f8d-9346-87fa7551eb1f,74f2bc1f-d881-43ef-a38d-79042f6cdd97,2023-09-01,1200,Pago
54484b45-ff48-4ea5-bde4-158502aef8bc,74f2bc1f-d881-43ef-a38d-79042f6cdd97,2023-10-01,1200,Pago
569636b4-b8fc-42bf-9c99-15d701713460,74f2bc1f-d881-43ef-a38d-79042f6cdd97,2023-11-01,1200,Pago
4e630426-b2ce-4f4a-9cc7-3aa17efb145a,74f2bc1f-d881-43ef-a38d-79042f6cdd97,2023-12-01,1200,Atrasado
1fcd8173-2377-4a10-b435-e1e61192c3cd,74f2bc1f-d881-43ef-a38d-79042f6cdd97,2024-01-01,1200,Atrasado
390afcdf-7482-4ae8-a7dd-af0533758d88,00205829-b7a8-4694-8347-8d5ce4517407,2023-08-01,1200,Pago
11541bbf-0544-4ed3-bcdf-e3b870e99646,00205829-b7a8-4694-8347-8d5ce4517407,2023-09-01,1200,Pago
43de8c8c-0687-4111-8809-3d57a40a30cf,00205829-b7a8-4694-8347-8d5ce4517407,2023-10-01,1200,Pago
7a347c58-f308-41d2-8588-9225fc62d743,00205829-b7a8-4694-8347-8d5ce4517407,2023-11-01,1200,Pago
2c555d67-9517-4309-b364-1fe3ad8120a1,00205829-b7a8-4694-8347-8d5ce4517407,2023-12-01,1200,Pago
1f10a459-d76a-4734-80f0-298f7fb3cd8a,00205829-b7a8-4694-8347-8d5ce4517407,2024-01-01,1200,Pago
ec0e4a52-8f0b-4c9d-8bfd-e0207257edf4,64c90f7b-9051-4497-bc89-773cea157616,2023-08-01,1200,Pago
9aead254-7d18-483d-88c5-6e783c45a939,64c90f7b-9051-4497-bc89-773cea157616,2023-09-01,1200,Pago
379c4c71-b6cd-468f-9548-8bffb6ac7758,64c90f7b-9051-4497-bc89-773cea157616,2023-10-01,1200,Pago
dca047b6-a829-43c9-a257-b1735a9428b3,64c90f7b-9051-4497-bc89-773cea157616,2023-11-01,1200,Atrasado
d6c52d89-f8b8-45ad-ab95-db96d69a904e,64c90f7b-9051-4497-bc89-773cea157616,2023-12-01,1200,Atrasado
771b580e-4090-4a04-9fbb-8d7e6d97d5c8,64c90f7b-9051-4497-bc89-773cea157616,2024-01-01,1200,Atrasado
2c36d3ea-3157-4b1e-9e65-c9895f215412,f156d8b9-a6aa-4db7-98d7-ba89cec7b046,2023-08-01,600,Pago
cc216e7c-bab4-4d8f-8e07-e9882c480765,f156d8b9-a6aa-4db7-98d7-ba89cec7b046,2023-09-01,600,Pago
7346c6bb-a332-4d04-98a7-889ba2dfb2b9,f156d8b9-a6aa-4db7-98d7-ba89cec7b046,2023-10-01,600,Pago
b17f45de-bdff-4009-bf4e-582b08e05c14,f156d8b9-a6aa-4db7-98d7-ba89cec7b046,2023-11-01,600,Pago
44944771-2102-403c-bd17-044862eb5b63,f156d8b9-a6aa-4db7-98d7-ba89cec7b046,2023-12-01,600,Atrasado
c0a7e6f3-78ad-4d46-86d2-8b98e39ae0ca,f156d8b9-a6aa-4db7-98d7-ba89cec7b046,2024-01-01,600,Atrasado
c8ac6925-b710-4d15-abb6-c6a0b6ba0c9c,f9b5dd72-75bd-41af-8274-e7566dc81fe3,2023-08-01,1200,Pago
1c8ebe42-422a-4d3b-9ce7-38eeefd0915f,f9b5dd72-75bd-41af-8274-e7566dc81fe3,2023-09-01,1200,Pago
4ce329d2-d9d0-4990-8395-6ea0a455d132,f9b5dd72-75bd-41af-8274-e7566dc81fe3,2023-10-01,1200,Pago
0d2a7248-dd20-487a-9b3f-4bb28c43461a,f9b5dd72-75bd-41af-8274-e7566dc81fe3,2023-11-01,1200,Pago
f9d701f3-b47a-4305-89a6-43a0870154a1,f9b5dd72-75bd-41af-8274-e7566dc81fe3,2023-12-01,1200,Atrasado
1487122f-ffdb-46c2-8a71-6e36a72f2684,f9b5dd72-75bd-41af-8274-e7566dc81fe3,2024-01-01,1200,Atrasado
cdf0fc6e-a447-4574-9c2d-e1d2647647fd,f5978565-7d1e-4b90-8fea-3af8fd67108b,2023-08-01,1200,Pago
4372c8ba-1339-4b0f-90f3-100765df8cbf,f5978565-7d1e-4b90-8fea-3af8fd67108b,2023-09-01,1200,Pago
399d4b2b-1709-4156-8225-dcbf4e844c9e,f5978565-7d1e-4b90-8fea-3af8fd67108b,2023-10-01,1200,Pago
6d9ae8e0-ceea-49fd-96e6-a29037036678,f5978565-7d1e-4b90-8fea-3af8fd67108b,2023-11-01,1200,Pago
d4853af6-9742-4814-9001-ad66fea84ad1,f5978565-7d1e-4b90-8fea-3af8fd67108b,2023-12-01,1200,Atrasado
d61361f3-82fb-4568-9bd4-303eba4882fe,f5978565-7d1e-4b90-8fea-3af8fd67108b,2024-01-01,1200,Atrasado
de832022-b816-4d55-ba1a-f1095c42cc59,0d4a6291-07b3-424e-a586-bb1c4cd07614,2023-08-01,1200,Pago
7f63b1ee-6383-46c3-874a-de8c785051a5,0d4a6291-07b3-424e-a586-bb1c4cd07614,2023-09-01,1200,Pago
52f63135-e688-4a17-8f25-1d371607ab48,0d4a6291-07b3-424e-a586-bb1c4cd07614,2023-10-01,1200,Pago
3f290f32-9a60-4555-8438-9185fb66d811,0d4a6291-07b3-424e-a586-bb1c4cd07614,2023-11-01,1200,Pago
9449a751-16d6-48d6-b5a7-a317f69849cc,0d4a6291-07b3-424e-a586-bb1c4cd07614,2023-12-01,1200,Pago
f98edf42-fd78-4a6c-bfbb-b2bf3230828a,0d4a6291-07b3-424e-a586-bb1c4cd07614,2024-01-01,1200,Atrasado
aa09cca1-7679-4541-b663-c7f0e0f2ee45,181d6fd9-7cf4-4c8c-bad0-a09a44a35ba2,2023-08-01,1200,Pago
3931a523-a85b-47f9-a784-bcb17f2c6a17,181d6fd9-7cf4-4c8c-bad0-a09a44a35ba2,2023-09-01,1200,Pago
076319ed-8dfc-442d-9b6e-2600d293e9da,181d6fd9-7cf4-4c8c-bad0-a09a44a35ba2,2023-10-01,1200,Pago
b6b0a49d-6a8f-4b9c-a591-e20247bfa612,181d6fd9-7cf4-4c8c-bad0-a09a44a35ba2,2023-11-01,1200,Pago
c75a5c42-e467-44d0-85f6-c1c9bf409ab6,181d6fd9-7cf4-4c8c-bad0-a09a44a35ba2,2023-12-01,1200,Atrasado
e298f35c-3199-466e-990f-92e1702d889d,181d6fd9-7cf4-4c8c-bad0-a09a44a35ba2,2024-01-01,1200,Atrasado
c6ffc892-c818-4660-b425-705fb90e62ef,afd77beb-b6b0-4cb3-a71e-f8c941a7b2d7,2023-08-01,1200,Pago
e73b37b9-a5ca-4414-b8ff-de03c5420312,afd77beb-b6b0-4cb3-a71e-f8c941a7b2d7,2023-09-01,1200,Pago
63a75fac-b9c3-48a2-bb4a-ada7ae6108e0,afd77beb-b6b0-4cb3-a71e-f8c941a7b2d7,2023-10-01,1200,Pago
435df44d-5245-4d3b-b1e1-bb86a5046c08,afd77beb-b6b0-4cb3-a71e-f8c941a7b2d7,2023-11-01,1200,Pago
689d8ca6-83fc-4618-b043-8f6dee6c23fa,afd77beb-b6b0-4cb3-a71e-f8c941a7b2d7,2023-12-01,1200,Pago
d98388a8-5ae7-4fd0-ba83-b0b2ff892b10,afd77beb-b6b0-4cb3-a71e-f8c941a7b2d7,2024-01-01,1200,Pago
03373e6d-0dcf-470a-9e5e-aa97826955d1,652f67f1-886d-42c5-befa-71110b44cc9f,2023-08-01,1200,Pago
59bf9b8b-d7b3-4482-8bcd-c184bdecead3,652f67f1-886d-42c5-befa-71110b44cc9f,2023-09-01,1200,Pago
ff894cf6-5212-47b5-9b29-eee26c609729,652f67f1-886d-42c5-befa-71110b44cc9f,2023-10-01,1200,Pago
7226a741-b29f-4a30-8a5c-ec41692d7bdd,652f67f1-886d-42c5-befa-71110b44cc9f,2023-11-01,1200,Pago
520922c9-cf47-4cdf-829e-c3dd7aa7b4c8,652f67f1-886d-42c5-befa-71110b44cc9f,2023-12-01,1200,Pago
dd313848-2f4d-4f47-9c61-8877ae0fb60c,652f67f1-886d-42c5-befa-71110b44cc9f,2024-01-01,1200,Pago
dd296c1e-8374-4fe2-9681-645eee02724e,21b0ddb1-cf0a-4db2-8422-f0c1ebeddcbd,2023-08-01,1200,Pago
a668d470-ea86-41bc-8e95-702ac5b62e19,21b0ddb1-cf0a-4db2-8422-f0c1ebeddcbd,2023-09-01,1200,Pago
bc2c3cec-eebd-4953-877d-f313c743642d,21b0ddb1-cf0a-4db2-8422-f0c1ebeddcbd,2023-10-01,1200,Atrasado
0ef21799-aa89-422c-b43e-22f94f108141,21b0ddb1-cf0a-4db2-8422-f0c1ebeddcbd,2023-11-01,1200,Pago
ea02915b-6e87-4351-88bf-b218b67d4a96,21b0ddb1-cf0a-4db2-8422-f0c1ebeddcbd,2023-12-01,1200,Atrasado
96555188-ccde-4938-bfd8-c2f1bea5e4d5,21b0ddb1-cf0a-4db2-8422-f0c1ebeddcbd,2024-01-01,1200,Atrasado
0fd46ff2-2d54-4bb7-baca-a5b929cee337,53d5bf5e-83a3-4734-a9e1-eaed07c63c7a,2023-08-01,1200,Pago
19d1f647-162c-4c69-822b-a96e41ffacb0,53d5bf5e-83a3-4734-a9e1-eaed07c63c7a,2023-09-01,1200,Pago
91678f19-0ca9-40b5-9f57-a03b2fdd3aed,53d5bf5e-83a3-4734-a9e1-eaed07c63c7a,2023-10-01,1200,Pago
ba95f6cc-c299-4c2a-a160-c2e406a60b0a,53d5bf5e-83a3-4734-a9e1-eaed07c63c7a,2023-11-01,1200,Pago
69359b1d-f79d-4835-9681-eb99698aea9a,53d5bf5e-83a3-4734-a9e1-eaed07c63c7a,2023-12-01,1200,Atrasado
26ee0ed0-dad8-44c6-a157-a1edddac4b94,53d5bf5e-83a3-4734-a9e1-eaed07c63c7a,2024-01-01,1200,Atrasado
6eeadd87-a77a-4922-81c7-5681af4177e7,aeee3316-cb70-40a0-a62d-9f6977958640,2023-08-01,1200,Pago
adc66503-a29a-4c88-b362-86a8d7cfecc9,aeee3316-cb70-40a0-a62d-9f6977958640,2023-09-01,1200,Pago
d6ef4933-78ac-43ab-a19d-804748077beb,aeee3316-cb70-40a0-a62d-9f6977958640,2023-10-01,1200,Pago
28b3b56a-a32a-4d52-a74e-a8302eae1e8c,aeee3316-cb70-40a0-a62d-9f6977958640,2023-11-01,1200,Pago
ffadc553-4903-41ae-8379-e1359deb7f98,aeee3316-cb70-40a0-a62d-9f6977958640,2023-12-01,1200,Pago
9465dddc-6b44-4b05-ae13-36c29ece44f6,aeee3316-cb70-40a0-a62d-9f6977958640,2024-01-01,1200,Pago
a43a93e9-ffa4-4dce-8fee-2116f5db3ca6,27b5db69-6bb3-47d1-b19f-a09c4b2e9f00,2023-08-01,1200,Pago
84410f5a-acdd-4b4a-abd6-89e7aea5f77b,27b5db69-6bb3-47d1-b19f-a09c4b2e9f00,2023-09-01,1200,Atrasado
375c7549-160c-4895-9c49-8a8b3997a007,27b5db69-6bb3-47d1-b19f-a09c4b2e9f00,2023-10-01,1200,Pago
0955a277-013a-44be-a0a0-2a5441901d51,27b5db69-6bb3-47d1-b19f-a09c4b2e9f00,2023-11-01,1200,Pago
d4a08096-cddf-470c-abbf-46138f8ecbd4,27b5db69-6bb3-47d1-b19f-a09c4b2e9f00,2023-12-01,1200,Pago
65a3df9f-0441-47c9-98cb-b7fb3e813b39,27b5db69-6bb3-47d1-b19f-a09c4b2e9f00,2024-01-01,1200,Pago
934548a7-e657-4177-ac52-7fcd92c47814,6b218c62-814b-4a7a-a92f-418142f00973,2023-08-01,1200,Pago
eeb42c3b-0562-419a-9bde-9aefe0c58a75,6b218c62-814b-4a7a-a92f-418142f00973,2023-09-01,1200,Pago
49404d93-05dc-4a38-9566-8d03f76c6031,6b218c62-814b-4a7a-a92f-418142f00973,2023-10-01,1200,Pago
5fb745d3-80fb-4f71-bd8f-feaf3334dda0,6b218c62-814b-4a7a-a92f-418142f00973,2023-11-01,1200,Pago
e205f3d9-e9d9-4bae-bca7-71d3c564cfd0,6b218c62-814b-4a7a-a92f-418142f00973,2023-12-01,1200,Atrasado
deece2d9-55de-4b2e-8398-284476ccf30f,6b218c62-814b-4a7a-a92f-418142f00973,2024-01-01,1200,Atrasado
62137498-4ef5-4c92-9f1e-28225061577a,c55fc533-6dfd-43f9-aff9-981b1227e4f1,2023-08-01,1200,Pago
0bf76c2b-6011-4010-97f2-444756726bf1,c55fc533-6dfd-43f9-aff9-981b1227e4f1,2023-09-01,1200,Pago
57077098-d706-492d-ab6b-fbc1d51fdab3,c55fc533-6dfd-43f9-aff9-981b1227e4f1,2023-10-01,1200,Pago
b2b7b472-b7fb-4565-aa84-a9a74f0365f2,c55fc533-6dfd-43f9-aff9-981b1227e4f1,2023-11-01,1200,Pago
ca97e3c8-77cc-456b-9c1b-6bdbd5783ffa,c55fc533-6dfd-43f9-aff9-981b1227e4f1,2023-12-01,1200,Pago
1f0bee8d-814b-4dad-b1d8-4e8230e6881c,c55fc533-6dfd-43f9-aff9-981b1227e4f1,2024-01-01,1200,Pago
